# BodyM Data
# 
# Data from:
# https://aws.amazon.com/marketplace/pp/prodview-w3762gcflmhzk#resources
# Human Body Measurement Estimation with Adversarial Augmentation
# Nataniel Ruiz, Miriam Bellver, Timo Bolkart, Ambuj Arora, Ming C. Lin, Javier Romero and Raja Bala
#
# Training hwg_metadata.csv file
subject_id,gender,height_cm,weight_kg
TRuxsXb-D62dw0s-4nnUWMPAirz75DlxLhpiTE34d90,male,169.5,85.0
Ch6e6Z9FIyS6tVflcxYh8mvH-bpXl_wjt47fAAVvo9w,male,173.0,87.6
6bHu3X7FI046DYPDy12BIiFXdqjFfsmnCR29PdM8Pv8,male,169.0,84.6
aG_54Gu9ePArDNEocde5SJNO6j6uCeQkV7knx7MdUrk,male,179.5,92.4
NouXHWoRzvEgh1xxM89HpU4qFetVsC_Ib7DzixCIMQ4,male,185.5,96.85
Cqf3h3F0sRrl5v9a0RoFogAWJU3E4sH_7JRNxK9IX18,male,182.0,94.2
RxMNb3gTmoISfrr8Bq66_Y6mab1irN7S3JkFj2MxYCE,male,173.55,87.85
bj-RhGWY5BnTcaxjvNYJlI6BlEvTlAdZs91pmyQSn4I,female,172.0,82.1
dMIvH0SpSWeC6Zacl8XcYik4jZEgiv3RjUs-b1f6i3s,male,181.85,94.0
E94UMPZc3-uMfYi-RQKaVTIq9gxZgdqrwYROrJoU2oc,male,181.25,93.55
tnzCZ2q_Aej8gIWj11YPJLlkCDOEqmDvuLwqyliQL4A,female,179.5,87.1
MjymGihCG7nyeic8DITCiZw4B1jxJ3mfz7RoNe_CpRA,female,162.85,75.95
Yh-qLSNf_zUb88HuGuaWR7XwkpX-en5HAzgxqPoC2TM,male,174.0,88.1
lfhlyIu2R0DVbQGuCpr1KScCz8_CLUPpzwyD3tc18Co,male,177.5,90.7
v3PCZT6uKPNea1CY7sdEt32T9eMiuouaGXUx1nwp134,female,166.6,78.3
mZBum4Ul2F5DEsR19mBgDeFkIXu1udjoMSO9uRHC9h0,male,174.5,88.3
5a1c461fe7cb790004827640,male,172.5,86.8
ZU6-LyN0O-VeCvbPNyuqqO-FrAolF1beJ0mq5F-Xzq0,female,151.75,68.75
NHYTWvYxeqGl68vqemGdwryhfk8YKDAAT6yHGpcYTMU,female,161.0,74.5
l2351wsWOcvkR_MfXQ3uI5_DS5U2eMCkNQcxw-qyfFg,male,171.0,85.6
LrAkx-cGKYisCnYZom4wNlYDzVxCmrTznPmszYNooFM,male,175.0,88.55
Uk7zGibxh5H429fo1NWaD4S4eolNYAamBxfa4ojXqhA,male,181.4,93.3
fn8p7rW-oWRAM_Vaa4_QI5LosHcB8iBuH4NCL6sa-xE,male,181.0,93.0
_ZbrvhysbFi2QhwTKJwqtb3t3zwDDiMYC01HicsFUWU,female,163.0,75.7
rUc4yxBryYIYNvtwQfEXmFbgPyKVjeyD2wBIvez1ybA,male,179.8,92.1
EApSPjEmc7qb4yp3y2p50Xiv6LaNsRds8TwVXx8h_6o,female,162.0,75.0
SGYSr86YAIQ-rG6imvNMUUDbP-rLA3m8pglajFBEf7o,female,174.25,83.1
3k47JvUqGCbFaJgJEhEiAhXxa5O1yS1Ms0w94x02iI4,female,164.4,76.5
f2UZJQyHw_NOKUw53m3X4NjIFZRCHcWTZ5MQZwdgCQ4,female,168.0,78.9
L8AV1kOMRp33zMsQyVZeFe95-Hl09uh5wFdYt4BRDZk,female,159.5,73.2
ue3P1rds2SorwiUP4tCm0-7FzgMFwMCRwqVvbKo9jwc,male,163.6,79.8
pgzn5uA5mmZ0azyffDXXtJb5jnJMN_NeZL3kbGoCnvw,female,157.3,71.6
ahM-DNugLEwCHl26HWvwVtvrNnBKnV_YqWeKXVgOVpo,female,147.0,68.3
4loafOx5K1rLjyttpQw024OkgHFEIcG27Y2jCdudQJ8,male,170.5,84.8
04OpodqGqUfmMQC987slYUMexHpuafsAbhawWfRp7wo,male,173.05,86.65
8E60bRmOL3oeQj7YmJXo_-G4lKPKKIpG6OYyyc3cLOc,male,164.6,80.3
Nd9tQGPzZWHmXztXwfqP_CNNVoQ5a-YgEhcOnNMObTQ,female,163.5,75.6
21AnYyb6w6M1hNj42r0F4nk03t7St_L-JH76UZna6KU,male,186.0,96.3
baIjIMo2nxUwvkkIMLjkKabTsXMforHuPWVGupIQu9g,male,179.5,91.4
ecK-7LRnTbmywHKx0VYAePVNJhTeZGmqWMXu__3SdnQ,male,185.0,95.5
CM-k2sWlxOSS_H9bXQ268_o8gAVOdk6nsVPBJyWO8rM,female,149.6,68.1
-cVyBck9teEIqY0XFjfj5XuSX-RPHG8mWNFEaP5wDWE,female,156.0,70.5
EZf8GCv7WZ5l8j5itthrmnOTBx1GAYks9lIEXm7yFd0,male,171.0,85.0
8OKqZDzQXThKc8E4ithqthMcYG2HxoGCezI_x1gLif8,female,162.6,74.9
UrAHCa4DNuGJIlUJGe225VozWBkZpRce2dmQCRDbHfQ,male,187.5,97.3
CHjWSY4mzPg3abl5HB_P8fK2e3duHwHelNvhPIzNz5k,male,172.5,86.0
Z06eP0fGE6r4C4mNVvfMny0ZwN8WwHX5W10iRv6cmU8,male,185.0,95.3
N8vHFsQaGtPOz7hgeAexKpIMTsng3dMarv19O_VhSjU,male,181.0,92.25
6QUZA0v5ZRqi_OjovOS4Qi0KJvsOSqlt1I1U6Dy4gAM,male,174.0,87.0
HTWFKnEXIw05T44MGK2Wj-ti39yrly54SGur7zsyh5Q,male,167.5,82.1
4kjKtTvN9It-kBhHstGJ8L6vDErPrxyhZscx4mEMjSA,male,173.0,86.2
meW7irc04rTSjma1qnGWxm0czU9rn_s-d2g8j1DczZE,female,169.0,78.9
gsZ4AD4rXODGlXubweBxMZnk8Q1CpnZKTbRsuG2tPQA,male,166.0,80.95
9OL6hMUweRRRRi0GlJyvMl6IwqIy2Dd0EQPjU4ql6lA,male,168.5,82.8
6IwiX2LcrzEfK1BggHJ5O-kD7WevYobu44R94rr0n14,male,175.5,88.0
GvmMrhkX5kHFNk_H6YOaAozhRse4v5bguiGj7gEHPv4,male,168.5,82.7
X9EvMDlRRxrSSbfyeMHZYyeQmEP7PI0L7syGe6xLda4,male,174.0,86.8
enOqRteWy9sBYoAJJFatZC4hglVw_YtG_wRJ_lfJp18,female,161.6,73.8
qjI5gzFZD5ngTks54SsoluCXKJzmR0yh7utNvmupAvA,male,179.9,91.15
7G6_QGri4HZq5i-zrG3UfNOULWuKuWoKPZ9pfX60lu4,male,180.2,91.365
gqRxIgVyMryllBt0Bt3VPL5xjK_HM0aHda70g05Y2y4,male,174.5,87.1
jEmr6JUw2BDqbGO2XSMF9iFQhX8Zi5cX2_uTMlPm2Ec,male,170.25,83.9
O-a4oET_iJqLxoOnYsGNvUt67P20sS3-0h4-JYT_VUM,male,176.0,88.2
VoRwylOhzaK94MfUvYDcqvzUjivRhBwzDjaYxQQ9ZyM,male,184.2,94.3
EU_UtqmsPy2xW35iJcsFplr9CMI5BDH-Is0qi5fVYlQ,male,177.0,88.9
8IApUAdxeNrjm_C51tKGJX8OQlNv56uHxpjkqqy06aU,male,169.5,83.25
sCEkfbrKxA6OqB5WZ6HKBdaoenNQrFoQxjlt8xdjO68,male,193.25,101.0
0Up4gP44WpK3WbvwdreR2zu-Y9s2ELCBmK14pX_Xy6Y,male,175.5,87.7
2WBFpYzazeIV17Q2meXi_kc_aJZf-ie6rkhKrU6ig18,male,173.0,85.8
59mUFymokrvWt9wC3f2QT8rLgfIH_7dZv9C_9lDGmk4,male,166.5,80.9
4hWg8IZAwsSeZ6s6h2ACZ2WkYPTe8yB48jPxJZwbiF4,male,183.5,93.6
NmMb13HMjQsx3SPyqROE0QXqq26gamkQav-ThPHADnw,male,173.0,85.7
8PK-JTZ7W6YcmAysOpC6gylBq-f4mjEOjxG0eDEjonk,female,159.0,71.7
csaAIT3E5P3uy8GXAdLV3OsjNls_Y-_K2rYyutGUcFg,male,191.5,99.5
x1f2s_UJaYPGwtUbwUWwA_KRu6TkqUbomKd-l04lF2M,female,162.5,74.0
6FgxECq5zMuiTMve-_ub2JLqznhRofT_qnNM57YmHQI,male,180.5,91.2
2xxiZFm5qMJAVTRt3PwYFITQtRxLUHetHmjN_qp4D_Y,female,156.5,69.9
2JkNVU9UJRCazg-N1KxN9shw34GLR3C8IYhIut92eiw,male,169.8,83.15
c2B5JStYPEIlJ2AETYXBTXjztLgcpF1YZXsbwBJ1fuw,female,171.4,79.75
m6bnnhstozF5e3qocMoIjdCFW_yH6vh1K68T40-77SE,male,176.0,87.6
FNM6BdzPH7Jhr-wajdY13kpKGYoy-6wOH2FeN_ITBqc,male,176.0,87.6
YdgaL6W4QcBWv68YQvn23Gf_BRFXHfgIhuabwIVr6fE,female,167.0,76.7
95QV4fp-kUUuyLGld-fsc9qz-gsgCyECvI6vSzZiqoM,female,156.3,69.5
Y06QSv4VqI5OVtqO18kqviSdmguh1MNiJvt7aCnSkNA,male,170.0,83.0
59bc2764681516389ccf44c2,female,152.0,66.8
A-KSiAlbmLdaHtV_-A_n-6SEKsfkuYOJg8p9tDRqzwM,male,186.5,95.3
YzN7_E2tbgGxlrCU1ZDHJw9ylm4CpIRPmr2cyPHkl6o,female,157.5,70.2
QLWl4hAxVhedj3BGM7HyF5my3GJnKsXc51wfIX553Qs,female,174.25,81.4
q-Kf4CuidPFk5_kK6wmkeYfRrU4pfRvIgdkDeUAS-bs,male,189.6,97.6
3FskBFDRe7Xu3ed4hAK1oKVSrvip7I2zWLoEJ_QfWGM,male,183.5,93.0
_K5muTPRIwizO66b3dVSwsue_HMFWKRbct0hGMlBfHU,female,165.2,75.3
ovnBSPqpMWFe7XvT7u5nWpfi6FqnMUN45JfWEPw5ieY,female,149.3,66.7
jG6426g_B-mAyUsLoyWqhgF7OOBGPUSjYZg4NXjuYlg,male,177.0,88.1
gUk_2kICkEADy9i8itZo5qQ5UaACL4vcexkA8s-cnzM,female,177.3,83.3
Tr9EBfdrAl5oDHRK1sNYpdXqj_CFjAL4kChmViUgVvQ,male,173.0,85.0
qg64n2zB1ne740AL2hZHPDEyZg-bZ-55iWscPgYh74o,male,187.75,96.0
HJgSywNiNKZPY048xDEr1Y5tGGATF6u-XsTas7G4AkM,female,159.8,71.5
xoNAmboD80UChuSRkEHzXPFIkh5Fcg2iclcsYL3C01o,male,180.2,90.3
vk6NsCmopCC5j-Vi3Nb78pAEVsYNk6O2NkFueyEZyDs,male,164.75,78.7
opf_R-6m4iNqlLydoA2fqsvTWLcCUJAUaY0T8OQlZuc,male,172.0,84.1
PW8dOnlNQSNB1pH0OLBgp93-V6uCLs6ks9WS6Vg_2HA,male,168.0,81.1
qc3FfHbr8eUQpyG0rmJ-RY_9IBS_Y5HiPO6S5hmvdIY,female,158.5,70.5
nGpf1Fh-VHoyFqv87PtGf1hj-nrupvL6qdTafPpuTgU,male,183.0,92.3
uJfbAqPkg2Okh3LwSwVvQlZs4GIYC-RuCTgisPy4J6Q,male,165.0,78.8
wwRfbgJAoL-ClUneDMns80rl281NIQN8Vbg9gKbz68w,female,155.75,68.6
3mxoVpAOY5oJwWqK27jdkWeB-2wOJKm4zNTR1Utv3pw,male,177.5,88.1
mZ_PauayAxDb37B_M6Ztfwe1OCaxEISjEWn4byIMrYQ,male,179.0,89.2
QCS_XzowNPVZ6LaRgVS6VUwPbRWnZ8G6G8Jy4ABnbFs,female,155.4,68.3
sbQvj1s6jkDVhXgQ-r25lf6vvSl0TrHiz6OjVrWpd9g,female,175.0,81.4
3sB6D9ahz7CjOisVrAIJNqpEfD1lfw0Rb8mSijk1xc8,female,164.7,74.5
-c_G-UGrzClrDaGeYF9dAts4LHTS7ucdaBFDpn_sOE0,female,172.5,79.7
gaGMzDO-n92VMbVCqFxhJgMd59Jm5zyMLFbhKhT_3G0,male,176.2,87.0
Rb3Q0-p0ODVkC7J0Y-Ab6Hz1m-Zyhq_Oa51zsq5_AiI,male,167.0,80.1
D67omAA_zW-xRHauJVrY3pbpnOsfMQVGyw6MXw6BJ00,male,177.0,87.55
xiBzAG7Q6N9aw84ZIBPdKRaXxnpQWmIqPbNjkEfsuMI,male,185.5,93.9
TDhc1vcvsVwx-I9BuzL105aN-d8RWvn3vp549zbjSgc,male,175.0,86.0
3jsw1XBA_1g4boD4U4Y8XkO40__JV1d1uUT9j7YiX9A,male,184.5,93.1
EX2uDysebMMSHYDZ-DsEsQcZ6WlZps4W72fU0YRimXw,male,172.75,84.3
1O_1SXmeJeAIGAwsimF0FPABBDNeyt-g8sEjnzuFFm8,male,183.25,92.15
BTZCXKxodbga0YN6s0TRfWanSSuwHMGUk4lK1XQTDsM,male,188.0,95.7
vHjdwaRY5naOAXKux5fSUNFfUgRqIqfRUXY8v35nVaU,female,165.3,74.7
HfAv5nieC8ev9QiBBg_9Yql7wukmrR4qlsPwCKvkZyc,male,192.5,99.0
T7e25wwki0I_vszINgAJrfkfH2MTO1FLgHf0y3eokg4,male,180.5,90.0
97ZAAJ_g3JDh4dZyX4xLat2X0X3BxV45PynePYVq_yI,male,174.5,85.5
CWsXWbzlcZWuDV5IIDEaDHbnuu3RkVNWL-b6PfNcTww,male,184.0,92.5
NNvVzvXn13EFNgBJH5L-wp-YioymHGFolmYyJL3R01k,male,185.9,93.9
59bc2760681516389ccf4310,male,169.6,81.7
WSmLCYanBD88H3OW0ST0yj-TJHwWO7HApk-ZJX-A71E,male,179.5,89.1
59bc2765681516389ccf4510,female,154.9,67.5
7Xf_Pbh4kc7ugmPjUrw_RMa1lE1LldLC5UwK6EqFzdY,male,173.15,84.3
Mu1N5LbjXgT8Uo3YyCZQyaNuPv0xZXHaE16PInhyIi4,male,182.25,91.1
iVZJ9LLOQ63cM0IDdxu91zkaTJ0XhUPfIvP6pWpttcA,female,166.5,75.2
fXrC0KJ2PpFzE1H0FhCsgv10A-8lJGNewatmpT4y2p8,male,170.5,82.3
1URL293v7fRtwuqARugrJik3jCDPz73GZIcPzdhd56A,female,161.85,72.05
mXzX-SN8OC8EIWwSxv7P_JmQIr68tP1bgpx1EW04xNA,male,175.5,86.0
DG2gcnRT9376_LCvGbC18sj3awx9eam97m7hGIXnFZI,male,158.0,72.9
ERgXhIP8ECRfbjznIweOW0N1ebpTx-AcczTw2U1joqM,female,159.6,70.5
bIYd-jCYfbKxkqHlHXNsuCyscyetcLfFIq6bm1hcJrU,male,178.5,88.2
2Iurpmm5BrNx2U8gNfAS6ekexmbJdLh34ZvqfoQ1iKk,male,176.5,86.7
YmnKabDNETBQrZXEQj_XU089YldxO-iwR9fNSCDU9Ig,female,160.0,70.7
Z-8Kf8plKOeLHunn8BXCu8LVt1aS7oh04rmWR9-TimM,male,171.5,82.9
pgaplaTaTizCWwkyY-h3YOyc7DjT3EYcLoZ7Y-wKaR4,male,169.5,81.4
7ZwFOnlYH67Py8fGL0ex-hxRahg8d5Rrh2IFgI9tQyk,male,175.0,85.5
i5alF92czhmefg8Huuwf-PVqyc2K0YNqgyQNP4sKMPs,female,173.5,79.7
OOQDFUlKiJhPaGZZJT2DZho_zF3PUgznbuIKXXuZcts,male,171.5,82.8
5JaS2hAYXC2DN2pVXkPx9B-NfsTXYr5dcLdE7mBHs0Y,male,183.0,91.4
IMYB0pKXccbzfVl-qVe3NgiNYe8JtTigArh8EfOW-gk,male,183.0,91.4
ZPUhU1XBSYsCKMFjDPcIyP30HQG9zO6zU9OMp4peN_I,male,186.75,94.2
u1lneePh9BHam7nXq3UOqovz5yG5yp7Rtrw1iJd-R9o,male,192.5,98.5
QcyYsF0UTeV4WWk7qMtvs6QaTRvMuiW4mCCjXb3wL2Q,male,173.0,83.9
SoXRD34VppK94SA4pQ4frEtTDnoL0JHro9MzZmPSJfg,male,180.5,89.5
ff2l0wVduQecDKJ93xnEw-4iZAPEvERfvny-h7kmCIQ,male,178.0,87.6
k1ak5kJA8W_T3qmJJva8VQBsV4oCHmWFj_uaxq9zE9I,female,159.8,70.4
KIL2didw2nNdy66kJxKb6pXjzOtMfl8BG-bWtdlKy-k,male,175.5,85.7
VciGgAmp0kdjRlNdT5Rdysbj_YhowDsssmYFbiLuuTc,male,175.5,85.7
XogI1DmnfMrkWivE4-SbeIxbPeTbm5XhnCaR45EwPWA,male,182.5,90.9
CCHsOEZmSYbVoB3ecu47M09hpz0wKo9-Pm2qTUlzAJA,female,157.4,68.7
vyv9RXH_n0ECpHdz6y7XqIDfyU0zqZ-g3xweaBQUHoI,male,171.5,82.6
kOBRGSwc90LmUZQtflmOfNma8UNd25tNaz6gzFDO3Ls,male,175.0,85.2
k5LWbctDJYS1eaO_DTHL0-AZhtik4Xcs13GYVAXpj5s,female,159.0,69.7
oc2h59m5ItO-p044Geg0H9hF4F70AXkcfA-88K7Zh7A,male,170.0,81.4
r07mJnfLAzgEyz5m_Y10pk_bmMwES4T4UiAqeD8petY,male,163.5,76.5
_VOMJJoBpojhwpaLYWGDP6-nJ7byGx6ESNSn1vh_Xyk,female,164.75,73.4
Fkomw39WQwKtgdywx2IAbDRxGY4m0WaDoPdce714Y6s,male,183.25,91.2
aQi5H1JMXIQnBkyvEMYEDMKBcnEDIG87oSli0BVn0XQ,male,165.5,77.9
s4AP8XbPAce8ZoyzTFFkrlAfLcAQqQu_H2hmMfICdoE,male,176.0,85.7
zgG3ULK--fwWdzIzXGYheAzod3MxKp9Zsgke2_a3kq4,male,176.0,85.7
5a1eef5e9f17b800040cc789,male,172.25,50.85
ZpLFQK0XSU0y1zHRXiAKTadYQIaGhB3EjKLv_ByyZ8A,male,178.5,87.5
qlh6EoNuOlq4KifOwd7sb0yK_jvvb0iPEOngcregPcc,male,174.5,84.5
Dr6DJHkKjKrCyAcT1MDvaJbSbLoc6D7KwnqkUOxPat8,male,170.0,81.1
59bc276b681516389ccf478d,male,169.9,81.0
3dZa9Qrok4CEwlofhtZfnGIvGScjdKn30pM3f5U4nwI,male,197.0,101.2
HIVFr4flHT5mIj9iFPzrQHaYMNLObgz2cUmp3hd8Re4,female,162.5,71.5
rUi9LOZOzNvEIft3iJ1Upf8rNtLDXnwD18IAqudZ2aU,male,168.8,80.0
os8rca5LifuemvkzoB9-axuU67-vtctY_IUwtoC3oQY,female,175.85,80.4
wz-umYA1NHwsOVajgrrmL1RBo6f2Fx3FSVvr1KonBHA,male,166.1,77.95
l-gXZnHsBFmj5EGlgipMjF_8Mfbdh_tzYy30j5weOzc,male,185.25,92.25
wc_azdFhT2iyOCRehcDzjenKjCu6_V2YUqa2Ef0OyrU,male,172.0,82.3
SZ8fMi9suHoMg8MZm5RigqiTy9G3tQGkYjSO_Tb-LMQ,male,177.5,86.4
WnZKFDS9gUiYrJqouYB06J9iuJMktVcAU08SLCFahuQ,female,160.6,70.1
F0ta_j9i9j_AawISizXiS01QOOZR0RrVEQlyWhtkado,male,181.5,58.2
UBZXwmfAzOn4BKFQbN0SuZdg3d_OGwPuM8VlsXhZ8F4,male,180.0,88.2
AR_VQJJ8t4DkdPQ-W-FXVWbnX-gzSCpFp_uR-L9oQck,male,164.5,76.6
uXi436Vjox-vnD9lTjC-PjqqrwtRzTOmhLa4bhkuljg,female,169.7,76.1
kudcSOvAnm6tS_fEp0t7nRXTS4beirgkhdIMB6YNHSo,female,164.7,72.75
VC5vjhYIXGp2eb-WoJztwd0prfmLEp5aCeLQQDfwn10,male,179.3,87.6
NTGz9mxeuZY_IFQNIw4t7t7mBvDUI4L_WFVzASO4gLk,male,174.5,84.0
U9zvsIGhLB99ZZ54-NosYTTsxb9HOdvgcAIR9Hd0Pxg,female,172.5,77.9
bTO9-q8-ZZ32ReA59kcI8FjaZ3tN5I8dQqG8oPjuvZE,male,176.0,85.1
HEEDRE5AM9MDyeb4hMuaRTlXH17-6skZ10r1QDi02BE,male,170.0,80.6
RgxA2NY_qUQsfbRylNa2EkHdu8oWMuR0BVjVSkCMw80,male,174.5,83.9
epRvNO5VxduN0Jq6Rmz08wIpJyFizXVYOM-7tFJTGOU,female,157.3,67.6
ZvtEAX6rEG_fc23M2kuC0pz8ogojlBROm732DrxiUr8,male,173.5,83.1
e8lDA0HLFpkX9iGmxvFk-rGQdj-Hd2QK_C05x7Bff0E,male,183.4,90.5
9d25hpzM5Sy8yAUwZGwrN9NhmV1ZZjI_2YxfvF4A8YQ,female,152.4,64.3
AZ5hzYVEUK-ZTWjtXpLjwDTl6b-lRHEQQw1Be95nU28,male,183.1,90.25
76mo2dUguqyOIGL4bac3EyH7z3vFLMknog1q_Q5RMio,male,190.0,95.4
___N-yQ2K98VMoiVyAIsDEB-mM-r-eIaMuX0ihKxeyo,female,165.9,73.3
59bc2770681516389ccf494c,female,166.05,73.4
uhpH2ejZMnSrQig1lYQYnAR1oADqLRP4gk1gxc7uUVg,female,164.8,72.5
0lIFi-M7wr7XOQFsg7QCmllcLUYOTl7RDKmWT2sH38A,male,171.8,81.7
Zgf8WSdMEq24B-CHM6QcJBTrlgGymtFYzrrU1UrzS70,male,170.5,80.7
1EDRp_apkqyIjHTghIXLzqX30_MDFtPqhAYeUyF2tL4,female,161.0,69.9
m_DzcHW_ROvQU3vvfw3fLwgO75zkB80mZj8paA3DUME,male,175.5,84.4
asvnnWHmuQD7uWcz24d8iuATkuH7HrdUgv9un6xmb8M,female,163.9,71.8
5a1c3bd3e7cb79000482763c,female,174.1,78.6
sUCS7u8WIN8oyROc76GB5lrMQKk-ihfjZysBJn0EG2M,male,187.5,93.3
jrtkeqXLR65d5x4mh91pYX5oauB0Kp0BMjZwE6nwSWA,male,179.5,87.3
xMFmbjiky0uXbBCujAGXQHvXJz0nLCam1Ns4e2gC3eg,male,187.7,93.4
FW3V29y6wTEwo4nfLsQJW1RuwDi3A6e57J4q-wGcDt8,male,177.35,85.55
croSqECZMhZcVQsRyX4yRDtyImfD-P7uDuvbaNo08hE,female,171.4,76.6
JnUI2MIoEjrYqQ1Iq8nNAmvqYVZrSYlKfxVcc1VtR8o,male,166.1,77.1
666XqDTQMo3UcLooGsFTiBeRhsqb6lpKPuWJ9NgeED4,male,182.5,89.3
jHGOnglb7tVQ1lpD405w8reX2c_i8g927RPa5t3dJgA,female,166.5,73.2
dJc_fihQr7TwgSFRKd-oLUEwjjCbkgWwNxRFTqqWw3M,male,178.0,85.9
5jRtkerX_S4OdzjiEwlCW0fFR9v7AclSRaXaHJLKEiM,female,156.1,66.2
59bc276c681516389ccf47c9,female,161.4,69.7
WxgF-VrsRPvUJAT1Zf4iKHupnntfcecT7lRCbzNWw3Q,female,178.0,80.8
8_NeFeMY4mHqhfRnmfSscbTTByzF7e5kO78ewuBIvtg,female,171.0,76.1
rn_dgos7KqrbFrABkiPVEAjWMn-tIOqu53KliC4yzus,male,171.2,80.7
_qSFk0Ytyn4HHumEZa7orwCzyckqE4t0LYeGipPzHGQ,male,177.55,85.45
yNUzyGgE8w454leAPUJyfK-QivWU01bhmGRzYivMA_0,female,161.5,69.7
6PfWDvaRgenkGUAas--RGWXyvQD0NGOwdXSFozOjOx4,male,179.0,86.5
BQeb8XcTMbJ-ovQPTW7X9JiwPUIW28lL8REJ9yjQtQI,male,171.0,80.5
77csKdLCSitYlRyQ52C9fvGmti-1sM6a_BiioTn20n0,female,172.0,76.7
5a1f03069f17b800040cc7c0,male,180.1,87.3
C99I8XlVDb5hWLa_nVgvdpz3vd9Y715kFCrGD4NZls0,male,174.5,83.1
AQaWg3TKMsHldi2NRDqm2W6mtwmAyo-MNKnIYVt9Cjw,female,158.9,38.8
5IsuENU7QwftIF-Xu6ZQmn_xfRc2LVyd5V2-puckUkg,male,164.5,75.6
qZXI0SfrYMQ8UCci1ry2-9K98F_CxJ8Pg67dqwe3a9E,male,170.0,79.7
ruUChlhWH6x7TjiSLy_KREcgFsU0wQEcCf25PKt10OA,male,181.5,88.3
M4CDQ5dw5yfMbxuejEOqxuSzEnV459VW5flcUAFQg2Q,female,156.4,66.2
iFpd5co3UXPjUAe6mbPsoFh9aAhq2rYS3p58myDMEPQ,female,152.75,63.75
FyDzLGOBeCwseB9Dgn8gPzMwe_rg1D9yl4kLk_JMwig,male,162.6,74.1
1WpL1xrpK6-DNwrAp8FakKOzGZLAZmeYw17ZmyaPF8w,male,174.0,82.6
32pIBnkblYOJm2Rl-OpwpqzwwEPu8CzdWHn1lLH4Pq8,male,167.0,77.3
4rLp86ErZXEGFqDlzaE7zpMB5EAFQ5C1CA_-OXzfMMg,male,170.75,80.1
szjnIheGm31ZBT1qQVdtNiD8j9DEbpXX49lUJGGoy70,female,155.0,65.1
MmRBl84BUdcDlTs0CEh8xV-h9eSBn5T8Tza1cLdxxdQ,male,170.0,79.5
YNozXLwjPy9Sdb5-zMK9U5XVCoQWjPM-HJT-pJAVCjM,female,164.5,71.4
IwQ97eHHgtniQoUQWUyD0qApLlUuFGOA85Nz9kag_1I,male,180.5,87.3
hybbM8CSpwClt-tvvDJrHNq3KB1fPpkISYRyqHnHny0,male,174.5,82.8
VbArPJgfiazy--dHRifBZpNMtFsJ4sL_Yb5YGRMn70E,female,152.6,63.4
W_F3KSfslhBqdPufXu4utZpQzzYipDr0O7YAUGR3VS4,male,182.5,88.7
0LE2aj67f6O62tt6mzfTs8MDHtjuLkfVeCRgMRPRmfg,male,191.8,95.65
0y4e4KTgGq9H2hcWW9tEQ8bvwYYmAbKm8lVWlSg2l2s,male,166.75,76.9
0vRZm0dhtNM4orubmIwUF3jrQIrdfgT7muMh1MTc7JU,male,189.5,93.9
DPwt8F_vquY-OAHRNkzzFSswSXW12LaWFAzqeADFGFo,male,183.0,89.0
2SnpHngkOa7k7NIjwjyLFVIhGfi5f_4ibvBflvWlHTU,male,184.2,61.7
8TCRXvx9prqsOl9cPX3f4gD91SPZAVE66uNC6U3_4ME,male,174.5,82.6
bex37IMbrhQV1IpuDKpSyH_R2vyC2D2q97YN3GIr7Ow,male,174.0,82.2
QvECcBK0DBGDO8AfvTxS9NtMSJ8-kzMGM_rv7NeO3SU,male,172.0,80.7
TcEwxKJzyORPCfIGtbLyAakaUVieu5B21POby_KHJ9U,male,183.5,89.3
JQSZX02E8__NgMNlJ_18DT3yhCb5CfLnz_Q4LCunNcU,male,168.0,77.7
CPWboWZpCjaj7tkDaM2cpRavIrA3W0grLT6CLyvEo2Q,male,183.0,88.9
jZSnwhgdKrST_LKPrB_mkjQ15fZqihhPOuMmXtQPGlM,female,186.4,85.7
5wUPgA8JvIpwTirQOuB8m-lCcx1WzAlUEKu9OO3jpH8,male,193.0,96.3
MXUlhOjVoV_HNle6KaT8iuziR-K1aHdN0PVTxvjFiG4,male,166.4,76.4
NT9pVYCYjVJUv93rGE-RcIZ1SXERnAOVnaUgOW501eg,male,173.0,81.3
uOfQmgHgLvsAS6ox9WwBuVyGBbYap1_IrTCV6VWgsao,male,171.0,79.8
YvYK1i7nQjZwJgogdWxaua_UVKjXRw5cEpR12I3i3XQ,female,159.0,67.3
vesmBd6hOemqIxjvfj8NGFOgFQK5hcE4IiD-ZtifN3A,male,175.35,83.05
59bc274f681516389ccf3d08,female,163.5,70.3
22ECz4XgvzzUy8vVo-peN9oEhJiOqZo3QwBBuIpNyqU,female,164.1,70.7
59bc2763681516389ccf447a,female,160.3,68.15
cegx8Fn3pezIoR4wbP37mAbFvOYTTx4kZrcNnq73cDM,female,158.0,66.6
weWJRVmjDv_3bFVt1lnvOCUgMHld2PnPtKmuacm6ryI,male,178.0,85.0
kFQWHdudWw32Mboxwem7R_l1Ac7AfRDq8lXvnYA85hM,female,159.5,67.6
05QGDWJaVnG3hO2Zc44lxI6oajSeypzBye5n7HiDOyE,male,176.75,84.05
I_t_iHa3Pb9mihi3932MMvmki-Gs31ZOj0CiKO-Dw-Y,female,165.5,71.6
MtEI3iPNMiPKY5npP-NwXFGmNv4wL5fmJm_gz3w1gaM,male,177.5,84.6
